lib/,twolame-0.3.13-1.mz,twolame-0.3.13-1.mz.desc,soundtouch-2.1.2-1.mz.sha256
lib/,wxgtk-3.0.4-1.mz,wxgtk-3.0.4-1.mz.desc,twolame-0.3.13-1.mz.sha256
lib/,x264-2245-1.mz,x264-2245-1.mz.desc,wxgtk-3.0.4-1.mz.sha256
lib/,x265-2.8-1.mz,x265-2.8-1.mz.desc,x264-2245-1.mz.sha256
lib/,xcb_util_xrm-1.3-1.mz,xcb_util_xrm-1.3-1.mz.desc,x265-2.8-1.mz.sha256
lib/,yajl-2.1.0-1.mz,yajl-2.1.0-1.mz.desc,xcb_util_xrm-1.3-1.mz.sha256
net/,aircrack_ng-1.5.2-1.mz,aircrack_ng-1.5.2-1.mz.desc,aircrack_ng-1.5.2-1.mz.sha256
net/,apache-2.4.34-3.mz,apache-2.4.34-3.mz.desc,apache-2.4.34-3.mz.sha256
net/,dnsmasq-2.80.32-1.mz,dnsmasq-2.80.32-1.mz.desc,dnsmasq-2.80.32-1.mz.sha256
net/,netcat-0.7.1-1.mz,netcat-0.7.1-1.mz.desc,netcat-0.7.1-1.mz.sha256
net/,ntp-4.2.8p12-1.mz,ntp-4.2.8p12-1.mz.desc,ntp-4.2.8p12-1.mz.sha256
net/,rsync-3.1.3-1.mz,rsync-3.1.3-1.mz.desc,rsync-3.1.3-1.mz.sha256
net/,tcpdump-4.9.2-1.mz,tcpdump-4.9.2-1.mz.desc,tcpdump-4.9.2-1.mz.sha256
sec/,cracklib-2.9.7-1.mz,cracklib-2.9.7-1.mz.desc,cracklib-2.9.7-1.mz.sha256
sec/,cryptsetup-2.1.0-1.mz,cryptsetup-2.1.0-1.mz.desc,cryptsetup-2.1.0-1.mz.sha256
sec/,libgpg_erro-1.32-1.mz,libgpg_erro-1.32-1.mz.desc,libgpg_erro-1.32-1.mz.sha256
sec/,makepasswd-0.5.4-1.mz,makepasswd-0.5.4-1.mz.desc,makepasswd-0.5.4-1.mz.sha256
theme/,flat_remix_dark_icon-1.71-1.mz,flat_remix_dark_icon-1.71-1.mz.desc,blackbird_theme-1.0-1.mz.sha256
theme/,sweet_dark_theme-2018.02.01-1.mz,sweet_dark_theme-2018.02.01-1.mz.desc,greybird-2019.03.31-1.mz.sha256
x/,bdftopcf-1.1-1.mz,bdftopcf-1.1-1.mz.desc,bdftopcf-1.1-1.mz.sha256
x/,fontconfig-2.13.1-1.mz,fontconfig-2.13.1-1.mz.desc,fontconfig-2.13.1-1.mz.sha256
x/,freetype-2.10.0-1.mz,freetype-2.10.0-1.mz.desc,freetype-2.10.0-1.mz.sha256
x/,fribidi-1.0.5-1.mz,fribidi-1.0.5-1.mz.desc,fribidi-1.0.5-1.mz.sha256
x/,harfbuzz-2.4.0-1.mz,harfbuzz-2.4.0-1.mz.desc,gtk_engines-2.20.2-2.mz.sha256
x/,pango-1.42.3-1.mz,pango-1.42.3-1.mz.desc,harfbuzz-2.4.0-1.mz.sha256
x/,terminus_font-4.46-1.mz,terminus_font-4.46-1.mz.desc,pango-1.42.3-1.mz.sha256
x/,windowmaker-0.95.8-1.mz,windowmaker-0.95.8-1.mz.desc,ttf_dejavu-2.37-1.mz.sha256
xapp/,compton-0.1-1.mz,compton-0.1-1.mz.desc,audacity-2.3.1-2.mz.sha256
xapp/,dmenu-4.2.1-1.mz,dmenu-4.2.1-1.mz.desc,compton-0.1-1.mz.sha256
